name,mac address,encryption,lat,lon
BELL760,40:F2:01:E4:F6:C9,WPA+AES-CCM WPA+PSK,-179.363426,-175.808227
BELL470,40:F2:01:E4:F9:69,WPA+AES-CCM WPA+PSK,-169.143650,-127.217737
BELL145,40:F2:01:E5:4F:41,WPA+AES-CCM WPA+PSK,-169.252186,-73.576904
Bemoth,40:F2:01:E8:DF:6F,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.148728,-73.533157
BELL474,40:F2:01:E9:2B:DF,WPA+PSK WPA+TKIP,-145.288667,-168.977377
BELL715,40:F2:01:EA:80:2F,WPA+AES-CCM WPA+PSK,-149.623690,-151.626279
BELL487,40:F2:01:EB:E4:13,WPA+AES-CCM WPA+PSK,-169.144397,-127.217843
BELL194,40:F2:01:EC:21:13,WPA+AES-CCM WPA+PSK,-169.139992,-127.227952
Fred So,40:F2:01:EC:9D:23,WPA+AES-CCM WPA+PSK,-169.151318,-168.978483
BELL359,40:F2:01:EC:AA:93,WPA+AES-CCM WPA+PSK,-169.146218,-73.536167
BELL680,40:F2:01:ED:9A:D3,WPA+AES-CCM WPA+PSK,45.605015,-73.531494
BELL032,40:F2:01:ED:FD:6B,WPA+AES-CCM WPA+PSK,-169.151863,-159.434498
BELL180,40:F2:01:EE:99:83,WPA+AES-CCM WPA+PSK,-169.151839,-171.148000
BELL336,40:F2:01:EE:CC:A3,WPA+AES-CCM WPA+PSK,-156.505176,-174.604860
BELL648,40:F2:01:F1:3E:97,WPA+AES-CCM WPA+PSK,-152.630200,-172.648110
BELL001,40:F2:01:F2:50:F7,WPA+AES-CCM WPA+PSK,-149.617049,-151.632070
BELL552,40:F2:01:F2:B3:5F,WPA+AES-CCM WPA+PSK,-97.556835,-73.541740
BELL643,40:F2:01:F3:96:3F,WPA+AES-CCM WPA+PSK,-169.138829,-154.074256
BELL643,40:F2:01:F5:09:4F,WPA+AES-CCM WPA+PSK,-169.138846,-127.230676
BELL647,40:F2:01:F6:17:1F,WPA+AES-CCM WPA+PSK,-178.046513,-177.732301
welcome home,40:F2:01:F6:2E:D7,WPA+AES-CCM WPA+PSK,-97.560814,-73.530777
BELL685,40:F2:01:F7:78:57,WPA+AES-CCM WPA+PSK,45.496170,-73.577080
BELL484,40:F2:01:F7:FE:5F,WPA+AES-CCM WPA+PSK,,
BELL288,40:F2:01:F8:DD:7F,WPA+AES-CCM WPA+PSK,-97.554551,-73.547058
BELL693,40:F2:01:F9:D4:57,WPA+AES-CCM WPA+PSK,-169.149190,-73.533409
BELL223,40:F2:01:FA:27:B7,WPA+AES-CCM WPA+PSK,-126.189306,-159.442566
BELL689,40:F2:01:FB:99:27,WPA+AES-CCM WPA+PSK,-126.189011,-159.443273
BELL664,40:F2:01:FB:BF:C7,WPA+AES-CCM WPA+PSK,-169.145300,-159.437967
BELL663,40:F2:01:FB:EC:FF,WPA+AES-CCM WPA+PSK,45.603573,-73.558990
BELL628,40:F2:01:FB:F2:17,WPA+AES-CCM WPA+PSK,-169.150430,-73.534126
BELL038,40:F2:01:FB:F5:17,WPA+AES-CCM WPA+PSK,-169.147984,-145.115503
DIRECT-BF-HP Designjet Cand Mfg,42:A8:F0:88:91:BF,WPA+AES-CCM WPA+PSK,45.496155,-73.577072
HP-Print-EC-Officejet Pro 8600,44:1E:A1:E8:1B:EC,WPA+AES-CCM WPA+PSK,45.613895,-73.554146
SEclient,44:AD:D9:87:95:D1,None,45.497761,-73.575089
Wifi-Decision 1,44:D9:E7:FD:7B:4D,None,45.495872,-73.577469
BELL123,44:E9:DD:3E:84:5E,WPA+AES-CCM WPA+PSK,-169.252111,-73.576969
BELL238,44:E9:DD:3F:73:6E,WPA+AES-CCM WPA+PSK,-169.141012,-145.121426
BELL004,44:E9:DD:40:BD:66,WPA+AES-CCM WPA+PSK,-169.144794,-73.558990
BELL232,44:E9:DD:40:E5:2E,WPA+AES-CCM WPA+PSK,-169.137280,-73.547192
BELL679,44:E9:DD:41:1C:4E,WPA+AES-CCM WPA+PSK,-169.138691,-165.578922
BELL711,44:E9:DD:41:AF:B6,WPA+AES-CCM WPA+PSK,-169.145342,-145.114081
BELL077,44:E9:DD:42:48:EE,WPA+AES-CCM WPA+PSK,-169.134510,-73.554165
BELL634,44:E9:DD:43:48:86,WPA+AES-CCM WPA+PSK,45.605785,-73.534088
BELL406,44:E9:DD:43:6D:E6,WPA+AES-CCM WPA+PSK,-178.488763,-166.903988
BELL306,44:E9:DD:43:82:4E,WPA+AES-CCM WPA+PSK,-169.145624,-145.114231
BELL704,44:E9:DD:43:FB:40,WPA+AES-CCM WPA+PSK,-169.138347,-73.544632
BELL288,44:E9:DD:44:24:58,WPA+AES-CCM WPA+PSK,-169.148587,-154.063653
BELL258,44:E9:DD:45:7E:9A,WPA+AES-CCM WPA+PSK,45.596485,-73.535118
BELL098,44:E9:DD:45:9E:DA,WPA+AES-CCM WPA+PSK,-169.146387,-73.535522
Salim,44:E9:DD:45:B9:CA,WPA+AES-CCM WPA+PSK,-169.137220,-73.547310
BELL280,44:E9:DD:46:3E:CA,WPA+AES-CCM WPA+PSK,-152.629266,-172.647571
BELL814,44:E9:DD:46:7F:F2,WPA+AES-CCM WPA+PSK,-152.620481,-172.656481
BELL513,44:E9:DD:48:A0:82,WPA+AES-CCM WPA+PSK,-177.101466,-168.976635
BELL458,44:E9:DD:49:35:4A,WPA+AES-CCM WPA+PSK,-97.561955,-73.558935
BELL439,44:E9:DD:49:85:B2,WPA+AES-CCM WPA+PSK,-169.143811,-73.558722
BELL818,44:E9:DD:4A:00:D2,WPA+AES-CCM WPA+PSK,-169.144733,-73.558998
BELL340,44:E9:DD:4B:66:06,WPA+AES-CCM WPA+PSK,-169.144462,-73.540594
BELL185,44:E9:DD:4B:77:2E,WPA+AES-CCM WPA+PSK,45.607185,-73.538200
BELL261,44:E9:DD:4B:98:86,WPA+AES-CCM WPA+PSK,-169.146258,-145.118781
BELL287,44:E9:DD:4B:B6:56,WPA+AES-CCM WPA+PSK,-169.141544,-73.537329
BELL838,44:E9:DD:4C:37:BA,WPA+AES-CCM WPA+PSK,-156.513296,-174.596064
BELL536,44:E9:DD:4D:D6:72,WPA+AES-CCM WPA+PSK,-126.300621,-159.474361
bellstheo,44:E9:DD:4F:3C:DA,WPA+AES-CCM WPA+PSK,-169.138064,-127.232389
BELL061,44:E9:DD:4F:42:82,WPA+AES-CCM WPA+PSK,-169.141081,-165.573493
BELL411,44:E9:DD:4F:73:52,WPA+AES-CCM WPA+PSK,45.604027,-73.530716
BELL092,44:E9:DD:50:18:AA,WPA+AES-CCM WPA+PSK,-149.621065,-151.620972
BELL095,44:E9:DD:50:6E:E2,WPA+AES-CCM WPA+PSK,-169.144756,-159.458022
DIRECT-4405FFDA,46:D2:44:05:7F:DA,WPA+AES-CCM WPA+PSK,45.605251,-73.532303
AHT_GUEST,46:D9:E7:FA:40:8C,WPA+AES-CCM WPA+PSK,45.499103,-73.573700
D\303\251cision 1  Guest,46:D9:E7:FD:7B:4D,None,-97.668982,-73.576576
HP-Print-D5-Officejet Pro 8610,48:0F:CF:FA:B9:D5,WPA+AES-CCM WPA+PSK,45.601868,-73.535164
jh2,48:EE:0C:29:90:74,WPA+AES-CCM WPA+PSK WPA+TKIP,-178.479959,-166.901310
dlink-6680,48:EE:0C:2F:66:80,WPA+AES-CCM WPA+PSK WPA+TKIP,45.601360,-73.532204
TAG-Office,48:EE:0C:76:E1:E4,WPA+AES-CCM WPA+PSK WPA+TKIP,-145.389663,-169.018963
None,48:EE:0C:76:E1:EC,WPA+AES-CCM WPA+PSK WPA+TKIP,45.497475,-73.575683
helloworld,48:EE:0C:7C:BF:44,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.562904,-73.537666
BlueHorse,48:F8:B3:16:21:B4,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.143770,-145.113374
BlueHorse-guest,48:F8:B3:16:21:B6,None,-169.143817,-127.217587
Saint Conrad,48:F8:B3:47:BD:A6,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.137277,-159.446511
Saint Conrad-visiteur,48:F8:B3:47:BD:A7,None,-152.618219,-172.661688
Cisco66785,48:F8:B3:53:D5:83,None,-169.252121,-73.576933
Cham,48:F8:B3:70:88:07,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.249081,-145.156500
Maison3540,48:F8:B3:72:6F:B2,WPA+AES-CCM WPA+PSK,-172.778595,-175.458181
v8,48:F8:B3:73:B1:A0,WPA+AES-CCM WPA+PSK,-169.136991,-73.547787
Linksys07708,48:F8:B3:77:97:EA,WPA+AES-CCM WPA+PSK,-174.138939,-173.441778
onyxdm1,48:F8:B3:85:DA:11,WPA+AES-CCM WPA+PSK WPA+TKIP,45.602589,-73.531517
PirateFairies,48:F8:B3:91:19:EC,WPA+AES-CCM WPA+PSK,-169.141975,-73.536179
Linksys07653,48:F8:B3:BC:E8:6C,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.140514,-145.122499
Linksysvitalit\303\251,48:F8:B3:D1:2F:70,WPA+AES-CCM WPA+PSK,-169.250563,-169.018852
zhongcheng1,48:F8:B3:F6:83:6A,WPA+AES-CCM WPA+PSK WPA+TKIP,-175.386319,-171.745896
None,4A:5B:0E:68:1A:7E,WPA+AES-CCM,-169.250718,-163.053801
None,4A:5B:0E:68:57:4E,WPA+AES-CCM,-179.476813,-175.836426
Interpaul-C,4A:D9:E7:BD:6C:B6,WPA+AES-CCM WPA+PSK,-138.573932,-134.933680
None,4A:F8:B3:77:97:EC,WPA+AES-CCM WPA+PSK,45.603569,-73.558990
None,4A:F8:B3:91:19:EE,WPA+AES-CCM WPA+PSK,-169.141969,-73.536224
Linksys07653-invit\303\251,4A:F8:B3:BC:E8:6D,None,-169.140514,-145.122499
Nutrivitalit\303\251-invit\303\251,4A:F8:B3:D1:2F:71,None,-157.947934,-163.995439
Carole,4C:17:EB:D9:F0:7B,WPA+AES-CCM WPA+PSK WPA+TKIP,45.613407,-73.552635
BELL210,4C:17:EB:DA:0B:BB,WPA+AES-CCM WPA+PSK,45.605392,-73.558235
Altima-12479,4C:17:EB:DB:F9:43,WPA+AES-CCM WPA+PSK WPA+TKIP,-126.199213,-159.432566
BELL741,4C:17:EB:DC:67:23,WPA+AES-CCM WPA+PSK,45.606831,-73.537384
BELL445,4C:17:EB:DC:78:3B,WPA+AES-CCM WPA+PSK,-145.287312,-168.976563
VIDEOTRON2100,4C:9E:FF:F7:ED:14,WPA+AES-CCM WPA+PSK,-97.567498,-73.534045
VIDEOTRON3020,4C:9E:FF:F7:FB:74,WPA+AES-CCM WPA+PSK WPA+TKIP,-145.287293,-168.976526
VIDEOTRON3325,4C:9E:FF:F8:00:38,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.146661,-73.531994
damien521,4C:9E:FF:F8:4C:D8,WPA+AES-CCM WPA+PSK,-169.250927,-127.262828
VIDEOTRON3137,4C:9E:FF:F8:64:90,WPA+AES-CCM WPA+PSK WPA+TKIP,-177.841494,-176.655576
VIDEOTRON0875,4C:9E:FF:F8:94:3C,WPA+AES-CCM WPA+PSK,-156.506454,-174.601923
VIDEOTRON2021,4C:9E:FF:F8:A6:24,WPA+AES-CCM WPA+PSK,-177.203992,-169.018673
VIDEOTRON3046,4C:9E:FF:F8:B6:28,WPA+AES-CCM WPA+PSK,-169.146182,-73.536373
VIDEOTRON4005,4C:9E:FF:F8:C5:24,WPA+AES-CCM WPA+PSK WPA+TKIP,45.601868,-73.535164
VIDEOTRON5586,4C:9E:FF:F8:DD:D8,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.148511,-165.568036
VIDEOTRON1173,4C:9E:FF:F9:1C:B8,WPA+AES-CCM WPA+PSK WPA+TKIP,-138.461277,-134.898455
VIDEOTRON4840,4C:9E:FF:F9:56:04,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.139193,-145.125496
VIDEOTRON3321,4C:9E:FF:F9:BB:48,WPA+AES-CCM WPA+PSK WPA+TKIP,-126.192432,-159.435058
VIDEOTRON7132,4C:9E:FF:F9:F6:D4,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.138070,-73.545326
VIDEOTRON7378,4C:9E:FF:F9:FA:AC,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.559791,-73.534088
layt2.4,50:46:5D:5D:05:F8,WPA+AES-CCM WPA+PSK,-145.388155,-169.017333
Layt G,50:46:5D:5D:05:F9,WPA+AES-CCM WPA+PSK,-169.249087,-145.156416
NETGEAR68,50:6A:03:C6:5B:19,WPA+AES-CCM WPA+PSK,45.604278,-73.544266
ConcordiaUniversity,50:87:89:E3:58:90,WPA+AES-CCM,-169.252571,-73.577515
eduroam,50:87:89:E3:58:91,WPA+AES-CCM,45.496777,-73.577484
HUAWEI-E5377-4A97,50:A7:2B:A0:4A:97,WPA+AES-CCM WPA+PSK,45.499016,-73.573822
Bis_EXT,52:60:DE:E3:C4:2D,WPA+AES-CCM WPA+PSK,-169.250463,-169.018774
BELL942,54:64:D9:2E:32:FE,WPA+AES-CCM WPA+PSK,45.496250,-73.576920
BELL410,54:64:D9:2E:3B:FE,WPA+AES-CCM WPA+PSK,45.612610,-73.550713
BELL112,54:64:D9:2F:0B:5C,WPA+AES-CCM WPA+PSK,-179.371848,-175.798702
BELL014,54:64:D9:2F:8A:3C,WPA+AES-CCM WPA+PSK,-169.146669,-127.219090
BELL066,54:64:D9:31:64:FC,WPA+AES-CCM WPA+PSK,-169.146261,-145.118771
BELL192,54:64:D9:31:96:4C,WPA+AES-CCM WPA+PSK,,
BELL908,54:64:D9:32:6F:54,WPA+AES-CCM WPA+PSK,-179.377684,-175.795867
BELL274,54:64:D9:33:12:0C,WPA+AES-CCM WPA+PSK,45.599304,-73.533348
BELL369,54:64:D9:33:79:34,WPA+AES-CCM WPA+PSK,,
BELL257,54:64:D9:34:C0:BC,WPA+AES-CCM WPA+PSK,45.496155,-73.577065
BELL583,54:64:D9:35:28:C4,WPA+AES-CCM WPA+PSK,45.496075,-73.576996
BELL913,54:64:D9:36:88:10,WPA+AES-CCM WPA+PSK,-169.252195,-73.577080
BELL644,54:64:D9:37:04:40,WPA+AES-CCM WPA+PSK,-169.139127,-73.542866
BELL528,54:64:D9:37:BA:9F,WPA+AES-CCM WPA+PSK,45.613102,-73.551872
BELL081,54:64:D9:37:E3:A7,WPA+AES-CCM WPA+PSK,,
BELL956,54:64:D9:38:22:E7,WPA+AES-CCM WPA+PSK,45.610161,-73.544983
BELL107,54:64:D9:38:52:9F,WPA+AES-CCM WPA+PSK,-169.139554,-145.124692
BELL393,54:64:D9:38:BF:DF,WPA+AES-CCM WPA+PSK,-169.137931,-127.232723
BELL487,54:64:D9:38:DA:EF,WPA+AES-CCM WPA+PSK,-145.281002,-168.980045
BELL893,54:64:D9:38:DC:27,WPA+AES-CCM WPA+PSK,,
Xhouse,54:64:D9:38:ED:FF,WPA+AES-CCM WPA+PSK,,
BELL861,54:64:D9:39:6D:37,WPA+AES-CCM WPA+PSK,-169.144420,-159.430121
BELL293,54:64:D9:39:BC:1F,WPA+AES-CCM WPA+PSK,-157.838266,-163.959427
BELL868,54:64:D9:39:BD:6F,WPA+AES-CCM WPA+PSK,-145.276476,-168.990568
BELL322,54:64:D9:39:C2:87,WPA+AES-CCM WPA+PSK,-169.144747,-168.983603
BELL053,54:64:D9:39:D7:AF,WPA+AES-CCM WPA+PSK,-138.464449,-134.890067
BELL169,54:64:D9:EA:0C:6F,WPA+AES-CCM WPA+PSK,45.602421,-73.531609
BELL879,54:64:D9:EA:98:17,WPA+AES-CCM WPA+PSK,-145.287321,-168.976604
BELL346,54:64:D9:EB:AB:1F,WPA+AES-CCM WPA+PSK,-97.562058,-73.558571
BELL563,54:64:D9:EB:D6:F7,WPA+AES-CCM WPA+PSK,-178.479385,-166.903296
BELL202,54:64:D9:EC:25:5F,WPA+AES-CCM WPA+PSK,-169.145616,-73.531439
BELL462,54:64:D9:EC:78:9F,WPA+AES-CCM WPA+PSK,45.602825,-73.538055
BELL473,54:64:D9:EC:7B:3F,WPA+AES-CCM WPA+PSK,-145.284325,-168.982441
BELL857,54:64:D9:EC:A5:F7,WPA+AES-CCM WPA+PSK,45.601978,-73.535522
BELL007,54:64:D9:EC:F9:4F,WPA+AES-CCM WPA+PSK,-97.556961,-73.541466
BELL694,54:64:D9:ED:17:DF,WPA+AES-CCM WPA+PSK,-145.289593,-168.977891
BELL724,54:64:D9:ED:C7:DF,WPA+AES-CCM WPA+PSK,-138.464911,-134.888499
BELL642,54:64:D9:EE:06:25,WPA+AES-CCM WPA+PSK,-169.137351,-145.129809
BELL399,54:64:D9:EE:1D:95,WPA+AES-CCM WPA+PSK,45.606834,-73.558548
BELL175,54:64:D9:EE:71:75,WPA+AES-CCM WPA+PSK,45.613060,-73.554886
BELL920,54:64:D9:EE:DE:CD,WPA+AES-CCM WPA+PSK,-179.370210,-175.791799
BELL108,54:64:D9:EF:6D:BD,WPA+AES-CCM WPA+PSK,-138.472148,-134.890825
BELL332,54:64:D9:F0:12:31,WPA+AES-CCM WPA+PSK,-126.195865,-159.430745
Home Network 1,54:64:D9:F0:51:C9,WPA+AES-CCM WPA+PSK,-169.138857,-145.126332
BELL534,54:64:D9:F0:ED:19,WPA+AES-CCM WPA+PSK,45.601978,-73.535522
BELL047,54:64:D9:F0:EF:41,WPA+AES-CCM WPA+PSK,-126.195307,-159.430451
ALHAMD,54:64:D9:F1:3A:19,WPA+AES-CCM WPA+PSK,-169.148306,-127.219978
BELL511,54:64:D9:F1:3A:51,WPA+AES-CCM WPA+PSK,45.610161,-73.544983
BELL360,54:64:D9:F2:E0:19,WPA+AES-CCM WPA+PSK,45.602421,-73.531609
BELL577,54:64:D9:F3:04:81,WPA+AES-CCM WPA+PSK,-97.560501,-73.531687
BELL678,54:64:D9:F4:24:F1,WPA+AES-CCM WPA+PSK,-169.145186,-73.538883
BELL086,54:64:D9:F5:72:9A,WPA+AES-CCM WPA+PSK,45.612606,-73.550598
BELL923,54:64:D9:F6:D5:70,WPA+AES-CCM WPA+PSK,45.498371,-73.574600
DGlow,54:64:D9:F6:F7:A8,WPA+AES-CCM WPA+PSK,,
Bernard,54:64:D9:F7:C4:40,WPA+AES-CCM WPA+PSK,-97.560310,-73.532356
BELL485,54:64:D9:F8:9E:A7,WPA+AES-CCM WPA+PSK,-169.138512,-175.267213
eduroam,54:78:1A:64:7A:D1,WPA+AES-CCM,45.496830,-73.577438
Trefle-bleu,54:A0:50:6D:3D:76,WPA+AES-CCM WPA+PSK,-169.149960,-168.977565
VACV,54:A2:74:40:F3:90,WPA+AES-CCM WPA+PSK,-179.989449,-170.214113
VACVWIFICORP,54:A2:74:40:F3:91,WPA+AES-CCM,-169.252179,-169.020922
dlink-74D4,54:B8:0A:09:74:D4,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.139614,-145.124564
geoffroy,54:B8:0A:10:47:DC,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.146815,-145.114871
lplmnop,54:B8:0A:10:9C:82,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.137830,-73.545847
dlink-BD9C,54:B8:0A:10:BD:9C,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.137912,-145.128462
ZiD-0531,54:B8:0A:12:68:7E,WPA+AES-CCM WPA+PSK WPA+TKIP,45.612389,-73.550018
dlink-92A0,54:B8:0A:12:92:A0,WPA+AES-CCM WPA+PSK,,
Rouge_Network,54:B8:0A:1F:20:50,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.560966,-73.530472
polveira,54:E4:3A:ED:25:F6,WPA+AES-CCM WPA+PSK,-169.144960,-127.226476
vif internet 230,54:E6:FC:D1:F8:F2,WPA+AES-CCM WPA+PSK WPA+TKIP,-173.048098,-175.048209
SAV,58:1F:AA:E9:10:75,WPA+AES-CCM WPA+PSK,-169.143590,-168.974494
DIRECT-0C-HP OfficeJet 4650,58:20:B1:88:74:0D,WPA+AES-CCM WPA+PSK,45.497860,-73.575012
laporte,58:6D:8F:09:30:53,WPA+AES-CCM WPA+PSK,45.603340,-73.531128
Doomsday,58:6D:8F:09:56:4B,WPA+AES-CCM WPA+PSK,45.607242,-73.538422
Sardine,58:6D:8F:19:54:44,WPA+AES-CCM WPA+PSK,-169.147254,-159.431660
Xacto4,58:6D:8F:31:50:39,WPA+AES-CCM WPA+PSK WPA+TKIP,45.605301,-73.532516
PommierViolet,58:6D:8F:4F:BE:63,WPA+AES-CCM WPA+PSK WPA+TKIP,45.605266,-73.558914
None,58:6D:8F:64:2E:FD,WPA+AES-CCM WPA+PSK WPA+TKIP,,
tango,58:6D:8F:70:8E:50,WPA+AES-CCM WPA+PSK,-169.147931,-73.532707
LOVECHICKEN,58:6D:8F:75:DB:3C,WPA+AES-CCM WPA+PSK WPA+TKIP,-145.282263,-168.975735
wedgies-guest,58:6D:8F:76:C5:27,None,45.498588,-73.574158
Kannon,58:6D:8F:81:D8:38,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.143562,-145.113655
PEEL GSM_Internet,58:6D:8F:83:DD:C7,WPA+AES-CCM WPA+PSK,-176.406304,-173.790397
PEEL GSM_Internet-guest,58:6D:8F:83:DD:C9,None,-173.458778,-174.632547
WIFIJR2,58:6D:8F:BC:44:B9,WPA+AES-CCM WPA+PSK,45.600925,-73.532417
Clowns,58:6D:8F:CD:B1:5F,WPA+AES-CCM WPA+PSK,-169.144039,-73.530567
Clowns-guest,58:6D:8F:CD:B1:61,None,45.604271,-73.530586
manonetcarl,58:6D:8F:D2:FD:4E,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.149962,-159.433202
manonetcarl-visiteur,58:6D:8F:D2:FD:4F,None,-152.630846,-172.648480
Cesar linksys,58:6D:8F:FA:24:18,WPA+AES-CCM WPA+PSK WPA+TKIP,45.607922,-73.539879
cordonnerie maxi,58:98:35:AE:CF:A8,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.248025,-169.018211
LABMobile_WIFI,58:B6:33:17:AD:58,WPA+AES-CCM WPA+PSK WPA+TKIP,45.497818,-73.575005
ConcordiaUniversity,58:BF:EA:D9:A3:30,WPA+AES-CCM WPA+TKIP,,
None,58:BF:EA:D9:A3:31,WEP,,
eduroam,58:BF:EA:D9:A3:32,WPA+AES-CCM,,
ConcordiaGuest,58:BF:EA:D9:A3:33,None,,
None,5A:5B:0E:68:1A:7E,WPA+PSK WPA+TKIP,-156.618456,-174.633358
None,5A:5B:0E:68:57:4E,WPA+PSK WPA+TKIP,-177.840644,-176.654536
None,5C:0E:8B:3E:7C:80,WPA+PSK WPA+TKIP,-126.302739,-159.476870
None,5C:0E:8B:3E:7C:82,WPA+AES-CCM WPA+PSK,-169.252448,-73.577503
None,5C:0E:8B:3E:7C:83,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.252338,-127.264593
None,5C:50:15:C8:4E:32,WPA+AES-CCM WPA+PSK,45.596581,-73.534973
piair05,5C:50:15:C8:4E:33,WPA+AES-CCM WPA+PSK,45.596581,-73.534973
piairTest,5C:50:15:D0:DE:C0,WPA+AES-CCM WPA+PSK,-169.151861,-145.117892
piair01,5C:50:15:D0:DE:C1,WPA+AES-CCM,-169.151861,-145.117892
None,5C:50:15:D0:DE:C2,WPA+AES-CCM WPA+PSK,-169.151861,-73.535103
piair05,5C:50:15:D0:DE:C3,WPA+AES-CCM WPA+PSK,-126.202189,-159.434450
piairTest,5C:50:15:D0:E1:E0,WPA+AES-CCM WPA+PSK,-169.151861,-73.535103
piair01,5C:50:15:D0:E1:E1,WPA+AES-CCM,-169.151861,-73.535103
None,5C:50:15:D0:E1:E2,WPA+AES-CCM WPA+PSK,,
piair05,5C:50:15:D0:E1:E3,WPA+AES-CCM WPA+PSK,-169.151861,-73.535103
HP-Print-EC-ENVY 4500 series,5C:B9:01:53:CA:EC,WPA+AES-CCM WPA+PSK,-149.726694,-151.664066
micha,5C:D9:98:5B:0A:D4,WPA+AES-CCM WPA+PSK WPA+TKIP,45.602589,-73.531517
dlink,5C:D9:98:5B:C7:04,WPA+AES-CCM WPA+PSK WPA+TKIP,-173.351708,-174.596823
patricia,5C:D9:98:5B:D4:DE,WPA+AES-CCM WPA+PSK,-169.149978,-127.220965
dlink,5C:D9:98:5F:DD:98,None,,
VIDEOTRON2061,5C:F4:AB:A8:13:68,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.149740,-145.116515
VIDEOTRON0155,5C:F4:AB:A8:9C:B4,WPA+AES-CCM WPA+PSK,-169.250639,-73.575190
VIDEOTRON2419,5C:F4:AB:A8:C0:14,WPA+AES-CCM WPA+PSK WPA+TKIP,-145.285295,-168.979845
VIDEOTRON1550,5C:F4:AB:A8:E4:80,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.146165,-145.114514
VIDEOTRON0939,5C:F4:AB:A9:0C:F4,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.141969,-127.223315
VIDEOTRON1556,5C:F4:AB:A9:C4:A8,WPA+AES-CCM WPA+PSK WPA+TKIP,-138.472389,-134.891008
VIDEOTRON3105,5C:F4:AB:A9:DC:DC,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.560868,-73.558695
VIDEOTRON3729,5C:F4:AB:A9:E6:9C,WPA+AES-CCM WPA+PSK,45.607815,-73.539627
VIDEOTRON4620,5C:F4:AB:A9:F4:88,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.145813,-145.120189
VIDEOTRON7867,5C:F4:AB:AA:27:44,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.138807,-73.543686
VIDEOTRON8084,5C:F4:AB:AA:2A:A8,WPA+AES-CCM WPA+PSK,-97.560489,-73.531723
VIDEOTRON2271,5C:F4:AB:AA:82:18,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.560863,-73.530510
VIDEOTRON4965,5C:F4:AB:AA:AC:30,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.144866,-73.558876
VIDEOTRON1755,5C:F4:AB:AB:10:08,WPA+AES-CCM WPA+PSK WPA+TKIP,45.605038,-73.558876
VIDEOTRON3067,5C:F4:AB:AB:24:88,WPA+AES-CCM WPA+PSK WPA+TKIP,-138.464135,-134.891239
Frankandvince,5C:F4:AB:AB:30:28,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.668958,-73.576523
VIDEOTRON4145,5C:F4:AB:AB:35:60,WPA+AES-CCM WPA+PSK WPA+TKIP,45.605217,-73.558449
VIDEOTRON4711,5C:F4:AB:AB:3E:38,WPA+AES-CCM WPA+PSK,-169.144723,-73.558922
VIDEOTRON6355,5C:F4:AB:AB:57:E8,WPA+AES-CCM WPA+PSK,45.604214,-73.541313
VIDEOTRON3168,5C:F4:AB:AB:8A:E4,WPA+AES-CCM WPA+PSK WPA+TKIP,-169.149051,-145.116110
VIDEOTRON4114,5C:F4:AB:AB:99:AC,WPA+AES-CCM WPA+PSK,-126.194867,-159.458266
VIDEOTRON4166,5C:F4:AB:AB:9A:7C,WPA+AES-CCM WPA+PSK,-175.055259,-178.048222
VIDEOTRON1463,5C:F4:AB:AC:0C:80,WPA+AES-CCM WPA+PSK WPA+TKIP,-97.567959,-73.534279
PS4-6E05710B9AEF,60:5B:B4:20:D9:15,WPA+AES-CCM WPA+PSK,-126.188217,-159.445067
teksavvy_1315,60:A4:4C:67:08:E6,WPA+AES-CCM WPA+PSK,-169.250450,-145.157841
HP-Print-c3-LaserJet 100,60:D8:19:1B:04:C3,None,-138.572712,-134.932551
KillerPenguinsBridge,60:E3:27:3C:3C:C9,WPA+AES-CCM WPA+PSK,-97.669442,-73.577039
BravoTelecom-13381,60:E3:27:70:17:DA,WPA+AES-CCM WPA+PSK,-179.536038,-177.468711
